FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,IMPUTED_RENTS,Including or not including imputed rents,FAM_MAIN_INCOME_SOURCE,Households main income source,TIME_PERIOD,Observation
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2023,42458
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2010,29637
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2011,29594
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2012,29545
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2013,28269
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2014,28764
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2015,30273
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2016,30864
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2017,31721
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2018,31230
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2019,32723
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2020,31865
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2021,31586
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2022,34487
A,Annual,ITC3,Liguria,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2023,37253
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2010,34332
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2011,34311
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2012,34009
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2013,34369
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2014,35588
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2015,33035
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2016,33598
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2017,34487
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2018,34297
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2019,36602
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2020,35917
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2021,36317
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2022,38638
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2023,39579
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2010,28930
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2011,28635
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2012,27712
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2013,28156
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2014,28799
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2015,27661
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2016,28222
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2017,29098
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2018,29007
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2019,31503
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2020,30496
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2021,30276
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2022,32485
A,Annual,ITC4,Lombardia,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2023,33336
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2010,39962
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2011,40172
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2012,39937
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2013,40802
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2014,41519
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2015,39449
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2016,40459
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2017,41519
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2018,41231
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2019,43228
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2020,43126
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2021,46365
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2022,47038
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2023,49814
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2010,34605
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2011,34528
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2012,34046
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2013,34456
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2014,34831
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2015,34221
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2016,35129
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2017,36101
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2018,35968
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2019,37702
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2020,37611
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2021,40277
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2022,41428
A,Annual,ITC4,Lombardia,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2023,43825
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2010,38120
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2011,39559
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2012,38867
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2013,41495
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2014,39419
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2015,37637
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2016,37519
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2017,36610
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2018,37740
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2019,35202
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2020,37840
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2021,38070
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2022,41593
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2023,42108
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2010,32865
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2011,33700
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2012,31594
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2013,34630
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2014,33209
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2015,33479
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2016,33300
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2017,31882
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2018,32768
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2019,30511
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2020,31146
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2021,31802
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2022,37563
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2023,37563
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2010,42984
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2011,44361
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2012,43366
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2013,46221
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2014,44140
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2015,45187
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2016,43862
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2017,42957
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2018,45953
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2019,45095
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2020,45647
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2021,49630
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2022,51632
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2023,49032
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2010,37276
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2011,37811
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2012,36996
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2013,39107
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2014,37424
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2015,39923
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2016,39217
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2017,37892
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2018,40606
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2019,39028
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2020,39534
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2021,44370
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2022,45931
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2023,44032
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2010,37356
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2011,34239
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2012,34906
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2013,32980
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2014,32429
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2015,31246
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2016,31743
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2017,32774
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2018,33828
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2019,33612
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2020,34547
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2021,35179
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2022,40491
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2023,41286
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2010,31019
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2011,28522
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2012,29155
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2013,27297
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2014,26859
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2015,24833
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2016,26083
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2017,26746
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2018,28294
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2019,27716
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2020,29901
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2021,29768
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2022,37052
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2023,35726
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2010,41041
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2011,37726
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2012,39517
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2013,38300
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2014,38446
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2015,37987
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2016,39674
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2017,40370
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2018,41203
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2019,40938
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2020,41825
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2021,43650
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2022,47925
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2023,46585
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2010,34650
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2011,31804
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2012,33922
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2013,32217
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2014,32177
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2015,32612
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2016,34658
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2017,34604
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2018,35495
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2019,35226
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2020,35917
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2021,38526
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2022,42437
A,Annual,ITD2,Provincia Autonoma Trento,REDD_MEDIO_FAM,Annual average households income,2,Not including imputed rents,9,Total,2023,41593
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2010,33790
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2011,32982
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2012,33202
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2013,33555
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2014,33205
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2015,33855
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2016,34732
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2017,36003
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2018,35357
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2019,36984
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2020,34616
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2021,35483
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2022,37946
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,1,Including imputed rents,9,Total,2023,38376
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2010,27989
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2011,27840
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2012,27549
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2013,27469
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2014,26802
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2015,28065
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2016,29295
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2017,29785
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2018,30310
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2019,30701
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2020,28193
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2021,29764
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2022,32272
A,Annual,ITD3,Veneto,REDD_MEDIANO_FAM,Annual median households income,2,Not including imputed rents,9,Total,2023,33053
A,Annual,ITD3,Veneto,REDD_MEDIO_FAM,Annual average households income,1,Including imputed rents,9,Total,2010,38020
