FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,EXPEND_PURPOSE_COICOPCOFOG,Expenditure by purpose,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,9200.8
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,9255.9
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,9323.3
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,9336.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,9379.8
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,9612.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,9778.2
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,9816.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,9538.2
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,9997.7
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,9993.6
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,10260.7
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,3100.2
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,2900.9
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,2868.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,2808.1
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,2739.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,2756.3
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,2788.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,2747.7
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,2759.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,2653.5
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,2574.3
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,2677.2
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,3120.4
A,Annual,ITC4,Lombardia,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,3656.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,9318
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,9288.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,9290
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,9208.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,9148.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,9256.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,9447.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,9418.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,9648.8
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,9816.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,10017.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,10281.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,10470.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,10709.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,697.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,708.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,674.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,680
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,675.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,693.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,695.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,704.8
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,731.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,741.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,719.8
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,725.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,731.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,746.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,1373.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,1412.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,1372.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,1346.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,1302.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,1343.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,1393.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,1395.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,1454.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,1493.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,1520.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,1599.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,1649.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,1669.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,2269.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,2397.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,2433.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,2407.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,2473.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,2521.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,2506.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,2530.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,2469.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,2535.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,2610.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,2716.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,2725.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G070,Health,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,2773.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,1746.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,1658.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,1642.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,1639.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,1638.8
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,1676.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,1620.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,1609.6
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,1672
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,1782.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,1830.8
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,1925.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,1927.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G090,Education,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,1999.8
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,661.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,622.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,623.3
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,614.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,595.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,603.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,621.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,612.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,635.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,614
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,601.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,629.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,734.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,P3_D_W0_S13,Consumption of general government,G100,Social protection,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,858.8
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,4949.7
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,4863.3
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,4865.9
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,4838.3
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,4808.1
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,4919.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,5036.2
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,4994.4
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,5158.1
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,5266.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,5409.2
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,5546.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,5621
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G,Total,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,5734.7
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,382.8
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,388.3
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,370.2
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,373.4
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,371.2
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,381.7
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,384.8
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,390.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,408.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,414.2
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,402.8
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,407
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,410.4
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G030,Public order and safety,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,419.5
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,718.3
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,732.9
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,715.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,704.2
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,P3_D_W0_S13,Consumption of general government,G040,Economic affairs,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,678.7
