FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,ACCIDENT_LOCALIZATON,Localization of the accident,INTERSECTION,Intersection (DESC),TY_ROAD_ACCIDENT,Road accident type,RESULT,Result (DESC),PERSON_CLASS,Person class,AGE,Age (DESC),SEX,Sex (DESC),MONTH,Month (DESC),TIME_PERIOD,Observation
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2022,27
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2023,32
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2024,30
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2010,2
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2011,3
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2012,6
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2013,1
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2015,5
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2016,6
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2017,6
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2018,3
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2019,1
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2020,4
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2021,3
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2022,4
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2023,1
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2024,2
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2010,5
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2011,2
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2012,7
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2013,1
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2014,3
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2015,7
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2016,3
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2018,1
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2019,3
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2021,4
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2022,2
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2023,3
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2024,6
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2010,29
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2011,23
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2012,38
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2013,28
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2014,28
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2015,42
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2016,32
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2017,29
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2018,30
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2019,25
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2020,25
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2021,25
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2022,33
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2023,36
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2024,38
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2010,1416
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2011,1427
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2012,1402
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2013,1435
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2014,1343
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2015,1363
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2016,1317
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2017,1315
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2018,1365
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2019,1290
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2020,844
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2021,1085
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2022,1281
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2023,1229
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2024,1212
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2010,522
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2011,495
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2012,455
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2013,407
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2014,357
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2015,435
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2016,446
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2017,525
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2018,408
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2019,397
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2020,245
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2021,330
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2022,375
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2023,385
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2024,363
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2010,155
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2011,176
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2012,171
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2013,157
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2014,190
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2015,144
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2016,163
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2017,140
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2018,147
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2019,170
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2020,88
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2021,118
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2022,143
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2023,144
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2024,145
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2010,2093
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2011,2098
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2012,2028
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2013,1999
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2014,1890
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2015,1942
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2016,1926
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2017,1980
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2018,1920
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2019,1857
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2020,1177
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2021,1533
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2022,1799
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2023,1758
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2024,1720
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2010,1438
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2011,1445
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2012,1427
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2013,1461
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2014,1368
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2015,1393
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2016,1340
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2017,1338
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2018,1391
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2019,1311
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2020,865
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2021,1103
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2022,1308
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2023,1261
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2024,1242
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2010,524
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2011,498
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2012,461
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2013,408
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2014,357
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2015,440
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2016,452
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2017,531
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2018,411
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2019,398
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2020,249
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2021,333
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2022,379
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2023,386
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2024,365
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2010,160
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2011,178
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2012,178
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2013,158
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2014,193
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2015,151
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2016,166
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2017,140
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2018,148
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2019,173
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2020,88
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2021,122
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2022,145
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2023,147
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2024,151
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2010,2122
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2011,2121
A,Annual,ITD2,Provincia Autonoma Trento,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2012,2066
