Data values,Data description,Area code,Area name,Indicator,Notes
,Rate per 100,W01001736,Cyncoed 7,Police recorded stalking and harassment per at-risk population,Confidential
,Rate per 100,W01001736,Cyncoed 7,Police recorded antisocial behaviour per at-risk population,Confidential
0.64,Rate per 100,W01001736,Cyncoed 7,Police recorded theft per at-risk population,
,Rate per 100,W01001736,Cyncoed 7,Police recorded burglary per residential dwelling,Confidential
0.09,Rate per 100,W01001736,Cyncoed 7,Fire incidents per at-risk population,
1.56,Rate per 100,W01001737,Ely 1,Police recorded violence with injury per at-risk population,
1.88,Rate per 100,W01001737,Ely 1,Police recorded public order offences per at-risk population,
1.97,Rate per 100,W01001737,Ely 1,Police recorded criminal damage per at-risk population,
1.55,Rate per 100,W01001737,Ely 1,Police recorded violence without injury per at-risk population,
2.63,Rate per 100,W01001737,Ely 1,Police recorded stalking and harassment per at-risk population,
2.3,Rate per 100,W01001737,Ely 1,Police recorded antisocial behaviour per at-risk population,
1.73,Rate per 100,W01001737,Ely 1,Police recorded theft per at-risk population,
1.11,Rate per 100,W01001737,Ely 1,Police recorded burglary per residential dwelling,
0.75,Rate per 100,W01001737,Ely 1,Fire incidents per at-risk population,
1.98,Rate per 100,W01001738,Ely 2,Police recorded violence with injury per at-risk population,
2.44,Rate per 100,W01001738,Ely 2,Police recorded public order offences per at-risk population,
1.8,Rate per 100,W01001738,Ely 2,Police recorded criminal damage per at-risk population,
2.07,Rate per 100,W01001738,Ely 2,Police recorded violence without injury per at-risk population,
2.4,Rate per 100,W01001738,Ely 2,Police recorded stalking and harassment per at-risk population,
2.25,Rate per 100,W01001738,Ely 2,Police recorded antisocial behaviour per at-risk population,
1.41,Rate per 100,W01001738,Ely 2,Police recorded theft per at-risk population,
,Rate per 100,W01001738,Ely 2,Police recorded burglary per residential dwelling,Confidential
1.22,Rate per 100,W01001738,Ely 2,Fire incidents per at-risk population,
1.26,Rate per 100,W01001739,Ely 3,Police recorded violence with injury per at-risk population,
1.21,Rate per 100,W01001739,Ely 3,Police recorded public order offences per at-risk population,
1.48,Rate per 100,W01001739,Ely 3,Police recorded criminal damage per at-risk population,
1.55,Rate per 100,W01001739,Ely 3,Police recorded violence without injury per at-risk population,
1.82,Rate per 100,W01001739,Ely 3,Police recorded stalking and harassment per at-risk population,
1.13,Rate per 100,W01001739,Ely 3,Police recorded antisocial behaviour per at-risk population,
0.83,Rate per 100,W01001739,Ely 3,Police recorded theft per at-risk population,
,Rate per 100,W01001739,Ely 3,Police recorded burglary per residential dwelling,Confidential
0.42,Rate per 100,W01001739,Ely 3,Fire incidents per at-risk population,
1.53,Rate per 100,W01001740,Ely 4,Police recorded violence with injury per at-risk population,
1.53,Rate per 100,W01001740,Ely 4,Police recorded public order offences per at-risk population,
1.32,Rate per 100,W01001740,Ely 4,Police recorded criminal damage per at-risk population,
1.45,Rate per 100,W01001740,Ely 4,Police recorded violence without injury per at-risk population,
2.58,Rate per 100,W01001740,Ely 4,Police recorded stalking and harassment per at-risk population,
2.1,Rate per 100,W01001740,Ely 4,Police recorded antisocial behaviour per at-risk population,
1.26,Rate per 100,W01001740,Ely 4,Police recorded theft per at-risk population,
0.9,Rate per 100,W01001740,Ely 4,Police recorded burglary per residential dwelling,
0.4,Rate per 100,W01001740,Ely 4,Fire incidents per at-risk population,
1.54,Rate per 100,W01001741,Ely 5,Police recorded violence with injury per at-risk population,
1.42,Rate per 100,W01001741,Ely 5,Police recorded public order offences per at-risk population,
1.61,Rate per 100,W01001741,Ely 5,Police recorded criminal damage per at-risk population,
1.69,Rate per 100,W01001741,Ely 5,Police recorded violence without injury per at-risk population,
2.45,Rate per 100,W01001741,Ely 5,Police recorded stalking and harassment per at-risk population,
2.25,Rate per 100,W01001741,Ely 5,Police recorded antisocial behaviour per at-risk population,
1.3,Rate per 100,W01001741,Ely 5,Police recorded theft per at-risk population,
1.47,Rate per 100,W01001741,Ely 5,Police recorded burglary per residential dwelling,
0.4,Rate per 100,W01001741,Ely 5,Fire incidents per at-risk population,
1.18,Rate per 100,W01001742,Ely 6,Police recorded violence with injury per at-risk population,
1.48,Rate per 100,W01001742,Ely 6,Police recorded public order offences per at-risk population,
1.49,Rate per 100,W01001742,Ely 6,Police recorded criminal damage per at-risk population,
1.58,Rate per 100,W01001742,Ely 6,Police recorded violence without injury per at-risk population,
2.18,Rate per 100,W01001742,Ely 6,Police recorded stalking and harassment per at-risk population,
1.51,Rate per 100,W01001742,Ely 6,Police recorded antisocial behaviour per at-risk population,
1.33,Rate per 100,W01001742,Ely 6,Police recorded theft per at-risk population,
0.94,Rate per 100,W01001742,Ely 6,Police recorded burglary per residential dwelling,
0.36,Rate per 100,W01001742,Ely 6,Fire incidents per at-risk population,
0.48,Rate per 100,W01001743,Ely 7,Police recorded violence with injury per at-risk population,
0.68,Rate per 100,W01001743,Ely 7,Police recorded public order offences per at-risk population,
0.51,Rate per 100,W01001743,Ely 7,Police recorded criminal damage per at-risk population,
0.53,Rate per 100,W01001743,Ely 7,Police recorded violence without injury per at-risk population,
0.74,Rate per 100,W01001743,Ely 7,Police recorded stalking and harassment per at-risk population,
0.75,Rate per 100,W01001743,Ely 7,Police recorded antisocial behaviour per at-risk population,
0.69,Rate per 100,W01001743,Ely 7,Police recorded theft per at-risk population,
0.96,Rate per 100,W01001743,Ely 7,Police recorded burglary per residential dwelling,
0.25,Rate per 100,W01001743,Ely 7,Fire incidents per at-risk population,
1.15,Rate per 100,W01001744,Ely 8,Police recorded violence with injury per at-risk population,
1.39,Rate per 100,W01001744,Ely 8,Police recorded public order offences per at-risk population,
1.1,Rate per 100,W01001744,Ely 8,Police recorded criminal damage per at-risk population,
1.27,Rate per 100,W01001744,Ely 8,Police recorded violence without injury per at-risk population,
1.96,Rate per 100,W01001744,Ely 8,Police recorded stalking and harassment per at-risk population,
1.66,Rate per 100,W01001744,Ely 8,Police recorded antisocial behaviour per at-risk population,
0.81,Rate per 100,W01001744,Ely 8,Police recorded theft per at-risk population,
,Rate per 100,W01001744,Ely 8,Police recorded burglary per residential dwelling,Confidential
0.39,Rate per 100,W01001744,Ely 8,Fire incidents per at-risk population,
,Rate per 100,W01001745,Ely 9,Police recorded violence with injury per at-risk population,Confidential
0.6,Rate per 100,W01001745,Ely 9,Police recorded public order offences per at-risk population,
0.53,Rate per 100,W01001745,Ely 9,Police recorded criminal damage per at-risk population,
,Rate per 100,W01001745,Ely 9,Police recorded violence without injury per at-risk population,Confidential
0.79,Rate per 100,W01001745,Ely 9,Police recorded stalking and harassment per at-risk population,
1.18,Rate per 100,W01001745,Ely 9,Police recorded antisocial behaviour per at-risk population,
0.78,Rate per 100,W01001745,Ely 9,Police recorded theft per at-risk population,
,Rate per 100,W01001745,Ely 9,Police recorded burglary per residential dwelling,Confidential
0.25,Rate per 100,W01001745,Ely 9,Fire incidents per at-risk population,
1.66,Rate per 100,W01001746,Ely 10,Police recorded violence with injury per at-risk population,
1.83,Rate per 100,W01001746,Ely 10,Police recorded public order offences per at-risk population,
2.19,Rate per 100,W01001746,Ely 10,Police recorded criminal damage per at-risk population,
1.84,Rate per 100,W01001746,Ely 10,Police recorded violence without injury per at-risk population,
1.85,Rate per 100,W01001746,Ely 10,Police recorded stalking and harassment per at-risk population,
4.55,Rate per 100,W01001746,Ely 10,Police recorded antisocial behaviour per at-risk population,
1.68,Rate per 100,W01001746,Ely 10,Police recorded theft per at-risk population,
1.55,Rate per 100,W01001746,Ely 10,Police recorded burglary per residential dwelling,
1.76,Rate per 100,W01001746,Ely 10,Fire incidents per at-risk population,
0.36,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded violence with injury per at-risk population,
0.61,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded public order offences per at-risk population,
0.47,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded criminal damage per at-risk population,
0.41,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded violence without injury per at-risk population,
0.78,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded stalking and harassment per at-risk population,
0.67,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded antisocial behaviour per at-risk population,
1.48,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded theft per at-risk population,
0.73,Rate per 100,W01001747,Fairwater (Cardiff) 1,Police recorded burglary per residential dwelling,
0.08,Rate per 100,W01001747,Fairwater (Cardiff) 1,Fire incidents per at-risk population,
0.61,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded violence with injury per at-risk population,
0.7,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded public order offences per at-risk population,
0.84,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded criminal damage per at-risk population,
0.71,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded violence without injury per at-risk population,
0.79,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded stalking and harassment per at-risk population,
1.32,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded antisocial behaviour per at-risk population,
0.75,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded theft per at-risk population,
,Rate per 100,W01001748,Fairwater (Cardiff) 2,Police recorded burglary per residential dwelling,Confidential
0.11,Rate per 100,W01001748,Fairwater (Cardiff) 2,Fire incidents per at-risk population,
1.17,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded violence with injury per at-risk population,
1.21,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded public order offences per at-risk population,
1.06,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded criminal damage per at-risk population,
0.94,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded violence without injury per at-risk population,
1.18,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded stalking and harassment per at-risk population,
2.78,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded antisocial behaviour per at-risk population,
1.03,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded theft per at-risk population,
,Rate per 100,W01001749,Fairwater (Cardiff) 3,Police recorded burglary per residential dwelling,Confidential
0.19,Rate per 100,W01001749,Fairwater (Cardiff) 3,Fire incidents per at-risk population,
1.01,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded violence with injury per at-risk population,
1.36,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded public order offences per at-risk population,
0.99,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded criminal damage per at-risk population,
1.23,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded violence without injury per at-risk population,
1.41,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded stalking and harassment per at-risk population,
3.06,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded antisocial behaviour per at-risk population,
1.44,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded theft per at-risk population,
1.22,Rate per 100,W01001750,Fairwater (Cardiff) 4,Police recorded burglary per residential dwelling,
0.33,Rate per 100,W01001750,Fairwater (Cardiff) 4,Fire incidents per at-risk population,
1.5,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded violence with injury per at-risk population,
1.79,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded public order offences per at-risk population,
1.29,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded criminal damage per at-risk population,
1.45,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded violence without injury per at-risk population,
2.12,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded stalking and harassment per at-risk population,
3.26,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded antisocial behaviour per at-risk population,
1.05,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded theft per at-risk population,
1.05,Rate per 100,W01001751,Fairwater (Cardiff) 5,Police recorded burglary per residential dwelling,
