FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,MEASURE,Measure (DESC),AGE,Age (DESC),TIME_PERIOD,Observation
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,10.7
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,11.8
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,11.5
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,11.4
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,11.1
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,11.8
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,11.4
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,12
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,12.4
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,12
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,11.7
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,12.3
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,11.7
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,11.8
A,Annual,IT,Italy,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,12
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,88.7
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,87.7
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,87.9
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,88
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,88.1
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,87.3
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,87.9
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,86.8
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,86.4
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,88
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,88.3
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,87.7
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,88.3
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,88.2
A,Annual,IT,Italy,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,88
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,3.1
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,2.8
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,3.1
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,3.7
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,3.4
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,3.1
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,3.2
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,3.6
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,4.2
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,3.3
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,3.2
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,2.6
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,2.8
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,3.1
A,Annual,IT,Italy,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,3.4
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023
A,Annual,IT,Italy,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,2.4
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,2.8
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,2.9
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,3.4
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,3.2
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,2.9
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,3.3
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,3.5
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,4.1
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,3.3
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,3.8
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,2.7
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,2.6
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,3
A,Annual,IT,Italy,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,3.1
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,1.8
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,2.2
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,2
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,1.9
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,1.9
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,2.1
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,2
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,2.4
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,2
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,1.6
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,1.6
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,1.3
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,1.6
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,1.8
A,Annual,IT,Italy,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,1.7
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,0.6
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,0.5
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,0.5
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,0.7
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,0.5
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,0.4
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,0.4
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,0.5
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,0.4
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,0.3
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,0.3
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,0.3
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,0.3
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,0.2
A,Annual,IT,Italy,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,0.3
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,70.8
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,70.1
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,69.5
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,69
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,68.3
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,68.9
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,68.9
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,69.2
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,69.2
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,69.7
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,70.7
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,71.6
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,70.9
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,71.1
A,Annual,IT,Italy,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,70.3
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,5.4
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,5.5
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,5
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,5.4
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,5.2
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,5.3
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,5.7
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,5.4
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,5.6
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,5.6
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,5
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,4.8
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,5.5
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,5.1
A,Annual,IT,Italy,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,4.8
A,Annual,IT,Italy,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010
A,Annual,IT,Italy,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011
