FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,MEASURE,Measure (DESC),AGE,Age (DESC),TIME_PERIOD,Observation
A,Annual,ITC1,Piemonte,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,15.1
A,Annual,ITC1,Piemonte,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,11
A,Annual,ITC1,Piemonte,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,11.8
A,Annual,ITC1,Piemonte,15_EMPMOV_FOOT,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: by foot,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,14.1
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,87.5
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,86.2
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,88.4
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,86.5
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,87.9
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,88.9
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,85.6
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,84.2
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,84.8
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,88.2
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,87.9
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,84.9
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,89
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,88.2
A,Annual,ITC1,Piemonte,15_EMPMOV_MEANS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: they use means of transport,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,85.9
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,3.7
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,2.8
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,3.8
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,2.9
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,2.8
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,2
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,2.4
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,4
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,4.6
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,3.1
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,3
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,1.7
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,2.9
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,2.9
A,Annual,ITC1,Piemonte,15_EMPMOV_TRAIN,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: train,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,3.7
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023
A,Annual,ITC1,Piemonte,15_EMPMOV_BUS,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: tram, bus',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,1.1
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,2.7
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,2.4
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,3.9
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,3.2
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,2.2
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,3.1
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,3.6
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,4.1
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,3.4
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,3
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,2.4
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,2.1
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,2.5
A,Annual,ITC1,Piemonte,15_EMPMOV_METRO,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: metro,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,2.9
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,1.8
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,2.7
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,2.4
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,2.8
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,2.7
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,2.4
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,2.8
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,2.4
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,2.2
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,1.4
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,1.9
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,1.1
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,1.4
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,1.9
A,Annual,ITC1,Piemonte,15_EMPMOV_COACH,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: coach,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,1
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,0.8
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,0.6
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,0.5
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,0.3
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,0.5
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,0.3
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,0.1
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,0.3
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,0.4
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,0.2
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,0.4
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,0.2
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,0.4
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,0.3
A,Annual,ITC1,Piemonte,15_EMPMOV_BUSC,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: bus company,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,0.1
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,70.7
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,70.5
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,70.9
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,68.4
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,70.8
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,72.8
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,69.8
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,69.3
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,69
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,71
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,72.1
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,72.4
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,73.2
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,73
A,Annual,ITC1,Piemonte,15_EMPMOV_PCAR,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as driver,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,70.2
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010,4.9
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011,4.9
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012,5.7
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013,4.9
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014,4.1
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015,3.2
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016,4.6
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017,4.9
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2018,4.6
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2019,5.3
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2020,4.6
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2021,4.3
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2022,5
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2023,5.2
A,Annual,ITC1,Piemonte,15_EMPMOV_PPASS,Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: private car as passenger,HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2024,3.3
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2010
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2011
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2012
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2013
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2014
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2015
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2016
A,Annual,ITC1,Piemonte,15_EMPMOV_MOTOR,'Employed aged 15 years and over who leave home to go to the work by means of trasport used and time spent: motorcycle, moped',HSC,Per 100 people with the same characteristics,Y_GE15,15 years and over,2017
